game_id,name,yearpublished,minplayers,maxplayers,playingtime,age,description,thumbnail,image,boardgamepublisher,boardgamedesigner,boardgameartist,boardgamehonor,boardgamemechanic,boardgamecategory,boardgamesubdomain,usersrated,average,rank
25613,Through the Ages: A Story of Civilization,2006,2,4,240,12,"Through the Ages is a civilization building game. Each player attempts to build the best civilization through careful resource management, discovering new technologies, electing the right leaders, building wonders and maintaining a strong military. Weakness in any area can be exploited by your opponents. The game takes place throughout the ages beginning in the age of antiquity and ending in the modern age.<br/><br/>One of the primary mechanisms in TTA is card drafting. Technologies, wonders, and leaders come into play and become easier to draft the longer they are in play. In order to use a technology you will need enough science to discover it, enough food to create a population to man it and enough resources (ore) to build the building to use it. While balancing the resources needed to advance your technology you also need to build a military. Military is built in the same way as civilian buildings. Players that have a weak military will be preyed upon by other players. There is no map in the game so you cannot lose territory, but players with higher military will steal resources, science, kill leaders, take population or culture. It is very difficult to win with a large military, but it is very easy to lose because of a weak one.<br/><br/>Victory is achieved by the player whose nation has the most culture at the end of the modern age.<br/><br/>",https://cf.geekdo-images.com/thumb/img/dZz-qOBJAE-JIsBt1Fvg4DXKwQ0=/fit-in/200x150/pic236169.jpg,https://cf.geekdo-images.com/original/img/xeBBIO9BN7HGMxQdTw5zk5Hxou8=/0x0/pic236169.jpg,Czech Board Games;Czech Games Edition;DiceTree Games;Eagle-Gryphon Games;HomoLudicus;IELLO;MINDOK;Pegasus Spiele;Portal Games;Raven Distribution;Rebel;Wargames Club Publishing,Vlaada Chvátil,Richard Cortes;Paul Niemeyer,11,Action Point Allowance System;Auction/Bidding;Card Drafting;Hand Management,Civilization;Economic,Strategy Games,16189,8.03979,24
164153,Star Wars: Imperial Assault,2014,2,5,120,14,"Star Wars: Imperial Assault is a strategy board game of tactical combat and missions for two to five players, offering two distinct games of battle and adventure in the Star Wars universe!<br/><br/>Imperial Assault puts you in the midst of the Galactic Civil War between the Rebel Alliance and the Galactic Empire after the destruction of the Death Star over Yavin 4. In this game, you and your friends can participate in two separate games. The campaign game pits the limitless troops and resources of the Galactic Empire against a crack team of elite Rebel operatives as they strive to break the Empire&rsquo;s hold on the galaxy, while the skirmish game invites you and a friend to muster strike teams and battle head-to-head over conflicting objectives.<br/><br/>In the campaign game, Imperial Assault invites you to play through a cinematic tale set in the Star Wars universe. One player commands the seemingly limitless armies of the Galactic Empire, threatening to extinguish the flame of the Rebellion forever. Up to four other players become heroes of the Rebel Alliance, engaging in covert operations to undermine the Empire&rsquo;s schemes. Over the course of the campaign, both the Imperial player and the Rebel heroes gain new experience and skills, allowing characters to evolve as the story unfolds.<br/><br/>Imperial Assault offers a different game experience in the skirmish game. In skirmish missions, you and a friend compete in head-to-head, tactical combat. You&rsquo;ll gather your own strike force of Imperials, Rebels, and Mercenaries and build a deck of command cards to gain an unexpected advantage in the heat of battle. Whether you recover lost holocrons or battle to defeat a raiding party, you&rsquo;ll find danger and tactical choices in every skirmish.<br/><br/>As an additional benefit, the Luke Skywalker Ally Pack and the Darth Vader Villain Pack are included within the Imperial Assault Core Set. These figure packs offer sculpted plastic figures alongside additional campaign and skirmish missions that highlight both Luke Skywalker and Darth Vader within Imperial Assault. With these Imperial Assault Figure Packs, you'll find even more missions that allow your heroes to fight alongside these iconic characters from the Star Wars saga.<br/><br/>",https://cf.geekdo-images.com/thumb/img/B7vdjMVow6IMf_Mo41qDJ-huZP4=/fit-in/200x150/pic2247647.jpg,https://cf.geekdo-images.com/original/img/wWTlEaPbVoUybefxFpFVTv1OU74=/0x0/pic2247647.jpg,Fantasy Flight Games;Asterion Press;Edge Entertainment;Galakta;Galápagos Jogos;Heidelberger Spieleverlag,Justin Kemppainen;Corey Konieczka;Jonathan Ying,Arden Beckwith;Christopher Burdett;Rovina Cai;Joel Hustak;Michal Ivan;David Kegg;Henning Ludvigsen;Brynn Metheney;Vlad Ricean;Ryan Valle;Ben Zweifel,7,Dice Rolling;Grid Movement;Modular Board;Partnerships;Role Playing;Variable Player Powers,Adventure;Fighting;Miniatures;Movies / TV / Radio theme;Science Fiction;Wargame,Thematic Games,14096,8.14942,25
164928,Orléans,2014,2,4,90,12,"During the medieval goings-on around Orl&eacute;ans, you must assemble a following of farmers, merchants, knights, monks, etc. to gain supremacy through trade, construction and science in medieval France.<br/><br/>In the city of Orl&eacute;ans and the area of the Loire, you can take trade trips to other cities to acquire coveted goods and build trading posts. You need followers and their abilities to expand your dominance by putting them to work as traders, builders, and scientists. Knights expand your scope of action and secure your mercantile expeditions. Craftsmen build trading stations and tools to facilitate work. Scholars make progress in science, and last but not least it cannot hurt to get active in monasteries since with monks on your side you are much less likely to fall prey to fate.<br/><br/>In Orl&eacute;ans, you will always want to take more actions than possible, and there are many paths to victory. The challenge is to combine all elements as best as possible with regard to your strategy.<br/><br/>",https://cf.geekdo-images.com/thumb/img/tUSvchXqRtwRDMxcqfwoRoUlpAE=/fit-in/200x150/pic2578828.png,https://cf.geekdo-images.com/original/img/RLjWKyzXimMFiQOa8uwo9ZWWOGM=/0x0/pic2578828.png,"dlp games;Arclight;Arrakis Games;Baldar;Cranio Creations;GaGa Games;Matagot;Meeple BR Jogos;Surfin' Meeple China;Swan Panasia Co., Ltd.;Tasty Minstrel Games;White Goblin Games",Reiner Stockhausen,Klemens Franz,13,Deck / Pool Building;Point to Point Movement;Worker Placement,Medieval;Religious;Travel,Strategy Games,12050,8.08585,26
2651,Power Grid,2004,2,6,120,12,"Power Grid is the updated release of the Friedemann Friese crayon game Funkenschlag. It removes the crayon aspect from network building in the original edition, while retaining the fluctuating commodities market like Crude: The Oil Game and an auction round intensity reminiscent of The Princes of Florence.<br/><br/>The objective of Power Grid is to supply the most cities with power when someone's network gains a predetermined size.  In this new edition, players mark pre-existing routes between cities for connection, and then bid against each other to purchase the power plants that they use to power their cities.<br/><br/>However, as plants are purchased, newer, more efficient plants become available, so by merely purchasing, you're potentially allowing others access to superior equipment.<br/><br/>Additionally, players must acquire the raw materials (coal, oil, garbage, and uranium) needed to power said plants (except for the 'renewable' windfarm/ solar plants, which require no fuel), making it a constant struggle to upgrade your plants for maximum efficiency while still retaining enough wealth to quickly expand your network to get the cheapest routes.<br/><br/>Power Grid FAQ - Please read this before posting a rules question!  Many questions are asked over and over in the forums... If you have a question about a specific expansion, please check the rules forum or FAQ for that particular expansion.<br/><br/>",https://cf.geekdo-images.com/thumb/img/N8G4kI6LcDLc5-NtVlXWpZDh6xA=/fit-in/200x150/pic173153.jpg,https://cf.geekdo-images.com/original/img/_3ewTndfCEMACKeTMPnREyvyX60=/0x0/pic173153.jpg,"2F-Spiele;999 Games;Albi;Arclight;Brain Games;Edge Entertainment;Galápagos Jogos;Gém Klub Kft.;Giochi Uniti;Hobby World;Ideal Board Games;Kaissa Chess & Games;Korea Boardgames co., Ltd.;Lacerta;Lautapelit.fi;Rio Grande Games;Runadrake;Siam Board Games;Smart Ltd;Stratelibri;Swan Panasia Co., Ltd.",Friedemann Friese,"Antonio Dessi;Lars-Arne ""Maura"" Kalusky;Prapach Lapamnuaysap;Harald Lieske",17,Auction/Bidding;Route/Network Building,Economic;Industry / Manufacturing,Strategy Games,46041,7.9176,27
175914,Food Chain Magnate,2015,2,5,240,14,"&quot;Lemonade? They want lemonade? What is the world coming to? I want commercials for burgers on all channels, every 15 minutes. We are the Home of the Original Burger, not a hippie health haven. And place a billboard next to that new house on the corner. I want them craving beer every second they sit in their posh new garden.&quot; The new management trainee trembles in front of the CEO and tries to politely point out that... &quot;How do you mean, we don't have enough staff? The HR director reports to you. Hire more people! Train them! But whatever you do, don't pay them any real wages. I did not go into business to become poor. And fire that discount manager, she is only costing me money. From now on, we'll sell gourmet burgers. Same crap, double the price. Get my marketing director in here!&quot;<br/><br/>Food Chain Magnate is a heavy strategy game about building a fast food chain. The focus is on building your company using a card-driven (human) resource management system. Players compete on a variable city map through purchasing, marketing and sales, and on a job market for key staff members. The game can be played by 2-5 serious gamers in 2-4 hours.<br/><br/>",https://cf.geekdo-images.com/thumb/img/Z65c_HVftPZH-bSy_C5tAxvLIkA=/fit-in/200x150/pic2649434.png,https://cf.geekdo-images.com/original/img/wYRsC32bPDRShIYzWs2hUglfcTc=/0x0/pic2649434.png,"Splotter Spellen;New Games Order, LLC",Jeroen Doumen;Joris Wiersinga,Iris de Haan;Ynze Moedt,10,Card Drafting;Deck / Pool Building;Modular Board;Route/Network Building;Simultaneous Action Selection,Economic;Industry / Manufacturing,Strategy Games,6872,8.22017,28
177736,A Feast for Odin,2016,1,4,120,12,"Using the central board in A Feast for Odin, players have to hunt, gather basic materials, refine those materials, develop their production-buildings, build/buy ships, and raid settlements.<br/><br/>The resulting earnings are placed on the players' board in the best possible pattern to produce income and (later) victory points.<br/><br/>",https://cf.geekdo-images.com/thumb/img/TlonnY76oPh37-oHKDOcL2pifBE=/fit-in/200x150/pic3146943.png,https://cf.geekdo-images.com/original/img/h0P5NRuVBu0GuDrJo7CHAiSJo3U=/0x0/pic3146943.png,"Feuerland Spiele;Cranio Creations;Devir;Filosofia Éditions;Game Harbor;Hobby World;Korea Boardgames co., Ltd.;Lacerta;Mandala Jogos;テンデイズゲームズ (Ten Days Games);White Goblin Games;Z-Man Games",Uwe Rosenberg,Dennis Lohausen,6,Area Enclosure;Dice Rolling;Pattern Building;Press Your Luck;Tile Placement;Worker Placement,Economic;Industry / Manufacturing;Medieval;Puzzle,Strategy Games,7529,8.20765,29
72125,Eclipse,2011,2,6,200,14,"The galaxy has been a peaceful place for many years. After the ruthless Terran&ndash;Hegemony War (30.027&ndash;33.364), much effort has been employed by all major spacefaring species to prevent the terrifying events from repeating themselves. The Galactic Council was formed to enforce precious peace, and it has taken many courageous efforts to prevent the escalation of malicious acts. Nevertheless, tension and discord are growing among the seven major species and in the Council itself. Old alliances are shattering, and hasty diplomatic treaties are made in secrecy. A confrontation of the superpowers seems inevitable &ndash; only the outcome of the galactic conflict remains to be seen. Which faction will emerge victorious and lead the galaxy under its rule?<br/><br/>A game of Eclipse places you in control of a vast interstellar civilization, competing for success with its rivals. You will explore new star systems, research technologies, and build spaceships with which to wage war. There are many potential paths to victory, so you need to plan your strategy according to the strengths and weaknesses of your species, while paying attention to the other civilizations' endeavors.<br/><br/>The shadows of the great civilizations are about to eclipse the galaxy. Lead your people to victory!<br/><br/>",https://cf.geekdo-images.com/thumb/img/RSnDaIZnOELRL7lOAdYxQd7Oifk=/fit-in/200x150/pic1974056.jpg,https://cf.geekdo-images.com/original/img/583Qqo-5M56np8LqnFKcCuUfn7A=/0x0/pic1974056.jpg,Lautapelit.fi;Asmodee;Asterion Press;Rebel;Ystari Games,Touko Tahkokallio,Ossi Hiekkala;Sampo Sikiö,17,Area Control / Area Influence;Dice Rolling;Grid Movement;Modular Board;Player Elimination;Tile Placement;Variable Phase Order;Variable Player Powers,Civilization;Fighting;Science Fiction;Space Exploration;Wargame,Strategy Games,22358,7.98226,30
55690,Kingdom Death: Monster,2015,1,6,180,17,"Kingdom Death: Monster is a fully cooperative tabletop hobby game experience.  Set in a unique nightmarish world devoid of most natural resources, you control a settlement at the dawn of its existence. Fight monsters, craft weapons and gear, and develop your settlement to ensure your survival from generation to generation.<br/><br/>Campaign System<br/>Embark alone or with up to 3 friends (5 with game variant) on a 5-30-lantern-year campaign, with each year consisting of a cycle of hunt, showdown, and settlement phases. The settlement phase is an intricate civilization building game in which you spend very limited resources to build buildings, research new technologies, train your warriors, and set up your strategy for survival.  During the hunt, you'll encounter a series of stories in a &quot;choose your own adventure&quot; style journey through various events and encounters.  Finally, when you meet the monster you're pursuing, you'll engage it in an a massive arena-style battle where only one party is going to survive.  If your party lives, you'll be able to bring the spoils back home to use in expanding your settlement.<br/><br/>Monster AI System<br/>Each of the 7 monsters included are controlled by their own pair of decks that scale to 3 levels of difficulty (except for the final encounter, which has only 1 level and it's HARD!). Every encounter, even with the same monster, is highly variable and no two showdowns will resolve the same way. Players will have to plan their gear and keep their minds sharp to prevail.<br/><br/>Gear System<br/>In Kingdom Death: Monster, survivors will craft gear from resources earned from defeating monsters or found on their hunt. Each survivor has a 3x3 gear grid. Selection and arrangement of your gear cards is critical, as many provided bonuses and activate special rules when aligned correctly.<br/><br/>Story Event System<br/>40+ Story Events plus over 100 hunt encounters will shape and guide your campaign. Story Events detail important evolutions in your civilization, introduce new monsters, and provide rich detail for your campaign.  Some will trigger automatically as you progress through the campaign, but most will be entirely based on choices players make.<br/><br/>Story Events cover everything from setting up and fighting a monster to key events that happen within the overall story. Some are triggered directly from the timeline and others from choices you make in game.<br/><br/>",https://cf.geekdo-images.com/thumb/img/hhjH57-Kqu3dGC_-ce32CXuxYlc=/fit-in/200x150/pic2931007.jpg,https://cf.geekdo-images.com/original/img/AtA42fNGhdthAAP3Y5QZiwlFcv8=/0x0/pic2931007.jpg,Kingdom Death,Adam Poots,Lokman Lam;Lorinda Tomko,6,Co-operative Play;Dice Rolling;Grid Movement;Role Playing;Storytelling,Adventure;Fantasy;Horror;Mature / Adult;Miniatures;Mythology,Thematic Games,4432,8.93929,31
28720,Brass: Lancashire,2007,2,4,180,14,"Brass: Lancashire &mdash; first published as Brass &mdash; is an economic strategy game that tells the story of competing cotton entrepreneurs in Lancashire during the industrial revolution. You must develop, build, and establish your industries and network so that you can capitalize demand for iron, coal and cotton. The game is played over two halves: the canal phase and the rail phase. To win the game, score the most victory points (VPs), which are counted at the end of each half. VPs are gained from your canals, rails, and established (flipped) industry tiles. Each round, players take turns according to the turn order track, receiving two actions to perform any of the following:<br/><br/><br/>    Build an industry tile<br/>    Build a rail or canal<br/>    Develop an industry<br/>    Sell cotton<br/>    Take a loan<br/><br/><br/>At the end of a player's turn, they replace the two cards they played with two more from the deck. Turn order is determined by how much money a player spent on the previous turn, from lowest spent first to highest spent. This turn order mechanism opens some strategic options for players going later in the turn order, allowing for the possibility of back-to-back turns.<br/><br/>After all the cards have been played the first time (with the deck size being adjusted for the number of players), the canal phase ends and a scoring round commences. After scoring, all canals and all of the lowest level industries are removed for the game, after which new cards are dealt and the rail phase begins. During this phase, players may now occupy more than one location in a city and a double-connection build (though expensive) is possible. At the end of the rail phase, another scoring round takes place, then a winner is crowned.<br/><br/>The cards limit where you can build your industries, but any card can be used for the develop, sell cotton or build connections actions. This leads to a strategic timing/storing of cards. Resources are common so that if one player builds a rail line (which requires coal) they have to use the coal from the nearest source, which may be an opponent's coal mine, which in turn gets that coal mine closer to scoring (i.e., being utilized).<br/><br/>Brass: Lancashire, the 2018 edition from Roxley Games, reboots the original Warfrog Games edition of Brass with new artwork and components, as well as a few rules changes:<br/><br/><br/>     The virtual link rules between Birkenhead have been removed.<br/>     The three-player experience has been brought closer to the ideal experience of four players by shortening each half of the game by one round and tuning the deck slightly to ensure a consistent experience.<br/>     Two-player rules have been created and are playable without the need for an alternate board.<br/>     The level 1 cotton mill is now worth 5 VP to make it slightly less terrible.<br/><br/><br/>",https://cf.geekdo-images.com/thumb/img/bY3T4SYX6lAhtfkUGJkC1laqnVw=/fit-in/200x150/pic3469216.jpg,https://cf.geekdo-images.com/original/img/l4dwCcl4Vz0r4TD-2RgQ_uoHvWM=/0x0/pic3469216.jpg,"Roxley;Warfrog Games;Crowd Games;Eagle-Gryphon Games;FRED Distribution, Inc.;Pegasus Spiele;Wargames Club Publishing;White Goblin Games",Martin Wallace,Lina Cossette;Peter Dennis;David Forest;Eckhard Freytag;Damien Mammoliti,7,Hand Management;Route/Network Building,Economic;Industry / Manufacturing;Transportation,Strategy Games,11350,8.01037,32
121921,Robinson Crusoe: Adventures on the Cursed Island,2012,1,4,120,14,"Robinson Crusoe: Adventures on the Cursed Island is a game created by Ignacy Trzewiczek, the author of Stronghold. This time Trzewiczek takes the players to a deserted island, where they'll play the parts of shipwreck survivors confronted by an extraordinary adventure. They'll be faced with the challenges of building a shelter, finding food, fighting wild beasts, and protecting themselves from weather changes. Building walls around their homes, animal domestication, constructing weapons and tools from what they find and much more awaits them on the island. The players decide in which direction the game will unfold and &ndash; after several in-game weeks of hard work &ndash; how their settlement will look. Will they manage to discover the secret of the island in the meantime? Will they find a pirate treasure, or an abandoned village? Will they discover an underground city or a cursed temple at the bottom of a volcano? Answers to these questions lie in hundreds of event cards and hundreds of object and structure cards that can be used during the game...<br/><br/>Robinson Crusoe: Adventures on the Cursed Island is an epic game from Portal. You will build a shelter, palisade, weapons, you will create tools like axes, knives, sacks, you will do everything you can to&hellip; to survive. You will have to find food, fight wild beasts, protect yourself from weather changes&hellip;<br/><br/>Take the role of one of four characters from the ship crew (cook, carpenter, explorer or soldier) and face the adventure. Use your determination skills to help your team mates, discuss with them your plan and put it into practice. Debate, discuss, and work on the best plan you all can make.<br/><br/>Search for treasures. Discover mysteries. Follow goals of six different, engaging scenarios. Start by building a big pile of wood and setting it on fire to call for help, and then start new adventures. Become an exorcist on cursed Island. Become a treasure hunter on Volcano Island. Become a rescue team for a young lady who&rsquo;s stuck on rock island&hellip;<br/><br/>Let the adventure live!<br/><br/>",https://cf.geekdo-images.com/thumb/img/kvMhOuVRtAcCK7nXPcOr8RwWvYg=/fit-in/200x150/pic3165731.jpg,https://cf.geekdo-images.com/original/img/i1d3Zbbw5iYJ5_Bd0unqwgM8CI0=/0x0/pic3165731.jpg,"Portal Games;Conclave Editora;DiceTree Games;Edge Entertainment;Filosofia Éditions;Gém Klub Kft.;Hobby World;MYBG Co., Ltd.;Pegasus Spiele;uplay.it edizioni;Z-Man Games",Ignacy Trzewiczek,Tomasz Bentkowski;Mateusz Bielski;Vincent Dutrait;Jerzy Ferdyn;Mateusz Kopacz;Mateusz Lenart;Maciej Mutwil;Zhao Run Quan;Rafał Szyma;Piotr Słaby;Ignacy Trzewiczek;Michał J. Zieliński,8,Action / Movement Programming;Co-operative Play;Deck / Pool Building;Dice Rolling;Storytelling;Tile Placement;Variable Player Powers;Worker Placement,Adventure;Exploration;Fighting;Novel-based,Thematic Games,22454,7.96127,33
35677,Le Havre,2008,1,5,150,12,"In Le Havre, a player's turn consists of two parts: First, distribute newly supplied goods onto the offer spaces; then take an action. As an action, players may choose either to take all goods of one type from an offer space or to use one of the available buildings. Building actions allow players to upgrade goods, sell them or use them to build their own buildings and ships. Buildings are both an investment opportunity and a revenue stream, as players must pay an entry fee to use buildings that they do not own. Ships, on the other hand, are primarily used to provide the food that is needed to feed the workers.<br/><br/>After every seven turns, the round ends: players' cattle and grain may multiply through a Harvest, and players must feed their workers. After a fixed number of rounds, each player may carry out one final action, and then the game ends. Players add the value of their buildings and ships to their cash reserves. The player who has amassed the largest fortune is the winner.<br/><br/>",https://cf.geekdo-images.com/thumb/img/CstPYOK5l3W7LutBfbOQR4WAJX4=/fit-in/200x150/pic3330230.jpg,https://cf.geekdo-images.com/original/img/Fs2MqRUBPQzORmEZbiVqSnBvHDg=/0x0/pic3330230.jpg,"Lookout Games;999 Games;Crowd Games;Filosofia Éditions;GoKids 玩樂小子;Hobby Japan;HomoLudicus;Korea Boardgames co., Ltd.;Lacerta;Ludofy Creative;Maldito Games;Mayfair Games;MINDOK;Stratelibri;uplay.it edizioni;Ystari Games;Z-Man Games",Uwe Rosenberg,Klemens Franz,20,Worker Placement,City Building;Economic;Industry / Manufacturing;Nautical,Strategy Games,20971,7.91448,34
126163,Tzolk'in: The Mayan Calendar,2012,2,4,90,13,"Tzolkin: The Mayan Calendar presents a new game mechanism: dynamic worker placement. Players representing different Mayan tribes place their workers on giant connected gears, and as the gears rotate they take the workers to different action spots.<br/><br/>During a turn, players can either (a) place one or more workers on the lowest visible spot of the gears or (b) pick up one or more workers. When placing workers, they must pay corn, which is used as a currency in the game. When they pick up a worker, they perform certain actions depending on the position of the worker. Actions located &quot;later&quot; on the gears are more valuable, so it's wise to let the time work for you &ndash; but players cannot skip their turn; if they have all their workers on the gears, they have to pick some up.&nbsp;<br/><br/>The game ends after one full revolution of the central Tzolkin gear. There are many paths to victory. Pleasing the gods by placing crystal skulls in deep caves or building many temples are just two of those many paths...<br/><br/>",https://cf.geekdo-images.com/thumb/img/RFxQzKDZgLqZ6oCtclSQHMbDlfk=/fit-in/200x150/pic1413480.jpg,https://cf.geekdo-images.com/original/img/b_3SHZiUpcmrIT5hU8wVF0SDX8k=/0x0/pic1413480.jpg,Czech Games Edition;Cranio Creations;Devir;DiceTree Games;GaGa Games;The Game Master BV;Heidelberger Spieleverlag;Hobby Japan;IELLO;Lex Games;MINDOK;Rebel;Rio Grande Games;Zacatrus,Simone Luciani;Daniele Tascini,Milan Vavroň,21,Set Collection;Worker Placement,Ancient;Civilization;Economic;Farming;Mythology,Strategy Games,20833,7.93118,35
180263,The 7th Continent,2017,1,4,1000,14,"It's the early 20th century. You have decided to sail back to the newly discovered seventh continent to attempt to lift the terrible curse that has struck you since your return from the previous expedition.<br/><br/>In The 7th Continent, a solo or cooperative &quot;choose-your-own-adventure&quot; exploration board game, you choose a character and begin your adventure on your own or with a team of other explorers. Inspired by the Fighting Fantasy book series, you will discover the extent of this wild new land through a variety of terrain and event cards. In a land fraught with danger and wonders, you have to use every ounce of wit and cunning to survive, crafting tools, weapons, and shelter to ensure your survival.<br/><br/>Unlike most board games, it will take you many, MANY hours of exploring and searching the seventh continent until you eventually discover how to remove the curse(s)...or die trying.<br/><br/>The 7th Continent features an easy saving system so that you can stop playing at any time and resume your adventure later on, just like in a video game!<br/><br/>",https://cf.geekdo-images.com/thumb/img/zj6guxkAq2hrtEbLGFrIPCh4jv0=/fit-in/200x150/pic2648303.jpg,https://cf.geekdo-images.com/original/img/iQDBaRJ2LxJba_M7gPZj24eHwBc=/0x0/pic2648303.jpg,Serious Poulp,Ludovic Roudy;Bruno Sautter,Ludovic Roudy,7,Co-operative Play;Hand Management;Modular Board;Storytelling,Adventure;Card Game;Exploration;Horror;Science Fiction,Thematic Games,3816,8.70837,36
221107,Pandemic Legacy: Season 2,2017,2,4,60,14,"Description from the publisher:<br/><br/>The world almost ended 71 years ago...<br/><br/>The plague came out of nowhere and ravaged the world. Most died within a week. Nothing could stop it. The world did its best. It wasn't good enough.<br/><br/>For three generations, we, the last fragments of humanity have lived on the seas, on floating stations called &quot;havens.&quot; Far from the plague, we are able to provide supplies to the mainland to keep them (and us) from succumbing completely.<br/><br/>We've managed to keep a network of the largest known cities in the world alive. Things have been tough the past few years. Cities far away from the havens have fallen off our grid...<br/><br/>Tomorrow, a small group of us head out into what's left of the world. We don't know what we'll find.<br/><br/>Pandemic Legacy: Season 2 is an epic cooperative game for 2 to 4 players. Unlike most other games, this one is working against you. What's more, some of the actions you take in Pandemic Legacy will carry over to future games. No two worlds will ever be alike!<br/><br/>Part of the Pandemic series.<br/><br/>",https://cf.geekdo-images.com/thumb/img/Xp6rc5wIno45tY6wUST4p65Tf88=/fit-in/200x150/pic3763549.jpg,https://cf.geekdo-images.com/original/img/DbXh4TeZPoJ_tSlX2KRGdVcBd8s=/0x0/pic3763549.jpg,"Z-Man Games;Asmodee;Devir;Hobby Japan;Korea Boardgames co., Ltd.;Lacerta;Lifestyle Boardgames Ltd",Rob Daviau;Matt Leacock,Atha Kanaani;Chris Quilliams,5,Co-operative Play;Hand Management;Pick-up and Deliver;Point to Point Movement;Set Collection;Variable Player Powers,Environmental;Exploration;Medical,Strategy Games;Thematic Games,3420,8.57831,37
124742,Android: Netrunner,2012,2,2,45,14,"Welcome to New Angeles, home of the Beanstalk. From our branch offices in this monument of human achievement, NBN proudly broadcasts all your favorite media programming. We offer fully comprehensive streaming in music and threedee, news and sitcoms, classic movies and sensies. We cover it all. Ours is a brave new age, and as humanity hurtles into space and the future with an astonishing series of new advances every day, NBN and our affiliates are keeping pace, bringing you all the vid that's fit to view.<br/><br/>Android: Netrunner is an asymmetrical Living Card Game for two players. Set in the cyberpunk future of Android and Infiltration, the game pits a megacorporation and its massive resources against the subversive talents of lone runners.<br/><br/>Corporations seek to score agendas by advancing them. Doing so takes time and credits. To buy the time and earn the credits they need, they must secure their servers and data forts with &quot;ice&quot;. These security programs come in different varieties, from simple barriers, to code gates and aggressive sentries. They serve as the corporation's virtual eyes, ears, and machine guns on the sprawling information superhighways of the network.<br/><br/>In turn, runners need to spend their time and credits acquiring a sufficient wealth of resources, purchasing the necessary hardware, and developing suitably powerful ice-breaker programs to hack past corporate security measures. Their jobs are always a little desperate, driven by tight timelines, and shrouded in mystery. When a runner jacks-in and starts a run at a corporate server, he risks having his best programs trashed or being caught by a trace program and left vulnerable to corporate countermeasures. It's not uncommon for an unprepared runner to fail to bypass a nasty sentry and suffer massive brain damage as a result. Even if a runner gets through a data fort's defenses, there's no telling what it holds. Sometimes, the runner finds something of value. Sometimes, the best he can do is work to trash whatever the corporation was developing.<br/><br/>The first player to seven points wins the game, but not likely before he suffers some brain damage or bad publicity.<br/><br/>The Revised Core Set for Android: Netrunner released in late 2017 includes cards from the original Core Set released in 2012 as well as cards from the Genesis Cycle and Spin Cycle series of Data Packs. While the cards in this set have been released previously, the art on some of them is new.<br/><br/>",https://cf.geekdo-images.com/thumb/img/fJp94uxjjBE5bGT0IxWZ5ePpe8A=/fit-in/200x150/pic3738560.jpg,https://cf.geekdo-images.com/original/img/Wbp__Fl6QDKqzealhK2SDpoEk_g=/0x0/pic3738560.jpg,"Fantasy Flight Games;Arclight;Edge Entertainment;Galakta;Game Harbor;Giochi Uniti;Heidelberger Spieleverlag;Korea Boardgames co., Ltd.",Richard Garfield;Lukas Litzsinger,Bruno Balixa;Ralph Beisner;Del Borovic;Gong Studios;Amelie Hutt;Henning Ludvigsen;Ed Mattinian;Dallas Mehlhoff;Adam Schumpert;Mark Anthony Taduran;Matt Zeilinger,9,Action Point Allowance System;Hand Management;Secret Unit Deployment;Variable Player Powers,Bluffing;Card Game;Collectible Components;Science Fiction,Customizable Games,22427,7.93254,38
